country,Year,Education,Jobs,Population
Cote d'Ivoire,1998,2.5,0.664,49
Cote d'Ivoire,1999,2.6,0.659,50.4
Cote d'Ivoire,2000,2.7,0.655,51.7
Cote d'Ivoire,2001,2.8,0.651,53
Cote d'Ivoire,2002,2.8,0.646,54.2
Cote d'Ivoire,2003,2.9,0.642,55.3
Cote d'Ivoire,2004,3,0.637,56.5
Cote d'Ivoire,2005,3.1,0.632,57.7
Cote d'Ivoire,2006,3.2,0.627,59
Cote d'Ivoire,2007,3.2,0.622,60.3
Cote d'Ivoire,2008,3.3,0.617,61.7
Cote d'Ivoire,2009,3.4,0.612,63.1
Croatia,1990,9.6,0.555,82.5
Croatia,1991,8.9,0.576,85.1
Croatia,1992,9,0.571,84.6
Croatia,1993,9.2,0.566,83.9
Croatia,1994,9.4,0.561,83.2
Croatia,1995,9.6,0.555,82.5
Croatia,1997,9.9,0.547,81
Croatia,1998,10,0.543,80.3
Croatia,1999,10.2,0.54,79.6
Croatia,2000,10.3,0.536,79.1
Croatia,2001,10.5,0.533,78.8
Croatia,2002,10.6,0.523,78.6
Croatia,2003,10.8,0.523,78.4
Croatia,2004,10.9,0.535,78.3
Croatia,2005,11,0.533,78.2
Croatia,2006,11.1,0.527,78.1
Croatia,2007,11.2,0.531,78
Croatia,2008,11.3,0.533,77.8
Croatia,2009,11.4,0.533,77.6
Cuba,1990,10.5,0.513,102
Cuba,1991,9.9,0.502,100
Cuba,1992,10.1,0.505,101
Cuba,1993,10.2,0.507,101
Cuba,1994,10.4,0.51,102
Cuba,1995,10.5,0.513,102
Cuba,1997,10.8,0.517,103
Cuba,1998,10.9,0.517,104
Cuba,1999,11.1,0.518,104
Cuba,2000,11.2,0.519,105
Cuba,2001,11.3,0.519,105
Cuba,2002,11.4,0.519,105
Cuba,2003,11.6,0.52,105
Cuba,2004,11.7,0.52,106
Cuba,2005,11.8,0.528,106
Cuba,2006,11.9,0.535,106
Cuba,2007,12,0.543,106
Cuba,2008,12.1,0.548,106
Cuba,2009,12.2,0.559,105
Cyprus,1990,12.1,0.601,92.6
Cyprus,1991,11.5,0.602,84.8
Cyprus,1992,11.6,0.601,86.6
Cyprus,1993,11.8,0.602,88.6
Cyprus,1994,11.9,0.605,90.6
Cyprus,1995,12.1,0.601,92.6
Cyprus,1997,12.3,0.608,96.4
Cyprus,1998,12.5,0.605,98.3
Cyprus,1999,12.6,0.605,100
Cyprus,2000,12.7,0.608,102
Cyprus,2001,12.8,0.621,104
Cyprus,2002,12.9,0.62,106
Cyprus,2003,13,0.631,108
Cyprus,2004,13.1,0.634,109
Cyprus,2005,13.2,0.63,111
Cyprus,2006,13.3,0.632,113
Cyprus,2007,13.4,0.636,115
Cyprus,2008,13.5,0.634,117
Cyprus,2009,13.6,0.636,119
Czech Republic,1990,12.5,0.614,134
Czech Republic,1991,12.2,0.613,134
Czech Republic,1992,12.2,0.613,134
Czech Republic,1993,12.3,0.614,134
Czech Republic,1994,12.4,0.615,134
Czech Republic,1995,12.5,0.614,134
Czech Republic,1997,12.6,0.605,134
Czech Republic,1998,12.7,0.605,134
Czech Republic,1999,12.8,0.606,133
Czech Republic,2000,12.8,0.601,133
Czech Republic,2001,12.9,0.597,133
Czech Republic,2002,12.9,0.596,133
Czech Republic,2003,13,0.594,133
Czech Republic,2004,13.1,0.591,133
Czech Republic,2005,13.1,0.595,133
Czech Republic,2006,13.2,0.593,133
Czech Republic,2007,13.2,0.589,134
Czech Republic,2008,13.3,0.585,135
Czech Republic,2009,13.3,0.586,136
Denmark,1990,12,0.653,123
Denmark,1991,11.7,0.672,121
Denmark,1992,11.8,0.671,122
Denmark,1993,11.9,0.665,122
Denmark,1994,11.9,0.645,123
Denmark,1995,12,0.653,123
Denmark,1997,12.1,0.658,124
Denmark,1998,12.2,0.655,125
Denmark,1999,12.2,0.662,125
Denmark,2000,12.3,0.658,126
Denmark,2001,12.4,0.654,126
Denmark,2002,12.4,0.661,127
Denmark,2003,12.4,0.655,127
Denmark,2004,12.5,0.66,127
Denmark,2005,12.5,0.659,128
Denmark,2006,12.6,0.663,128
Denmark,2007,12.6,0.658,129
Denmark,2008,12.7,0.661,130
Denmark,2009,12.7,0.653,130
Djibouti,1990,2,0.626,27.2
Djibouti,1991,1.6,0.634,26.2
Djibouti,1992,1.7,0.632,26.5
Djibouti,1993,1.8,0.63,26.7
Djibouti,1994,1.9,0.627,26.8
Djibouti,1995,2,0.626,27.2
Djibouti,1997,2.2,0.623,28.5
Djibouti,1998,2.3,0.623,29.4
Djibouti,1999,2.4,0.622,30.2
Djibouti,2000,2.5,0.62,31
Djibouti,2001,2.6,0.617,31.6
Djibouti,2002,2.7,0.614,32.2
Djibouti,2003,2.8,0.61,32.8
Djibouti,2004,3,0.606,33.3
Djibouti,2005,3.1,0.603,33.8
Djibouti,2006,3.2,0.6,34.3
Djibouti,2007,3.4,0.598,34.7
Djibouti,2008,3.5,0.596,35.2
Djibouti,2009,3.6,0.595,35.7
Dominican Republic,1990,7.6,0.641,162
Dominican Republic,1991,6.8,0.638,150
Dominican Republic,1992,7,0.64,153
Dominican Republic,1993,7.2,0.641,156
Dominican Republic,1994,7.4,0.641,159
Dominican Republic,1995,7.6,0.641,162
Dominican Republic,1997,7.9,0.643,167
Dominican Republic,1998,8.1,0.644,170
Dominican Republic,1999,8.3,0.645,173
Dominican Republic,2000,8.5,0.646,175
Dominican Republic,2001,8.6,0.647,178
Dominican Republic,2002,8.8,0.648,181
Dominican Republic,2003,9,0.648,183
Dominican Republic,2004,9.1,0.648,186
Dominican Republic,2005,9.3,0.649,188
Dominican Republic,2006,9.4,0.651,191
Dominican Republic,2007,9.6,0.653,193
Dominican Republic,2008,9.7,0.639,196
Dominican Republic,2009,9.9,0.625,198
Ecuador,1990,8,0.652,46.1
Ecuador,1991,7.5,0.639,42.2
Ecuador,1992,7.6,0.642,43.1
Ecuador,1993,7.7,0.645,44.1
Ecuador,1994,7.9,0.649,45.1
Ecuador,1995,8,0.652,46.1
Ecuador,1997,8.3,0.656,48.1
Ecuador,1998,8.4,0.681,49.1
Ecuador,1999,8.6,0.68,50.1
Ecuador,2000,8.7,0.679,51.1
Ecuador,2001,8.8,0.678,52
Ecuador,2002,9,0.677,52.9
Ecuador,2003,9.1,0.687,53.8
Ecuador,2004,9.2,0.689,54.7
Ecuador,2005,9.4,0.691,55.7
Ecuador,2006,9.5,0.703,56.6
Ecuador,2007,9.6,0.694,57.6
Ecuador,2008,9.7,0.685,58.5
Ecuador,2009,9.8,0.675,59.5
Egypt,1990,5.6,0.464,62.6
Egypt,1991,4.9,0.467,57.7
Egypt,1992,5,0.466,58.9
Egypt,1993,5.2,0.466,60.2
Egypt,1994,5.4,0.476,61.4
Egypt,1995,5.6,0.464,62.6
Egypt,1997,5.9,0.454,65.2
Egypt,1998,6.1,0.448,66.5
Egypt,1999,6.3,0.463,67.8
Egypt,2000,6.5,0.461,69.1
Egypt,2001,6.6,0.456,70.5
Egypt,2002,6.8,0.451,71.8
Egypt,2003,7,0.456,73.2
Egypt,2004,7.1,0.461,74.5
Egypt,2005,7.3,0.466,75.9
Egypt,2006,7.5,0.47,77.2
Egypt,2007,7.6,0.481,78.6
Egypt,2008,7.8,0.485,80
Egypt,2009,8,0.488,81.5
El Salvador,1990,6,0.621,272
El Salvador,1991,5.4,0.609,258
El Salvador,1992,5.6,0.611,261
El Salvador,1993,5.7,0.62,265
El Salvador,1994,5.8,0.628,268
El Salvador,1995,6,0.621,272
El Salvador,1997,6.3,0.604,277
El Salvador,1998,6.4,0.623,280
El Salvador,1999,6.6,0.62,282
El Salvador,2000,6.7,0.615,284
El Salvador,2001,6.8,0.609,286
El Salvador,2002,7,0.604,288
El Salvador,2003,7.1,0.618,289
El Salvador,2004,7.3,0.605,291
El Salvador,2005,7.4,0.609,292
El Salvador,2006,7.5,0.614,293
El Salvador,2007,7.7,0.619,295
El Salvador,2008,7.8,0.617,296
El Salvador,2009,8,0.616,297
Equatorial Guinea,1990,4.5,0.611,17.7
Equatorial Guinea,1991,4,0.614,15.4
Equatorial Guinea,1992,4.1,0.613,15.9
Equatorial Guinea,1993,4.2,0.613,16.5
Equatorial Guinea,1994,4.4,0.612,17.1
Equatorial Guinea,1995,4.5,0.611,17.7
Equatorial Guinea,1997,4.8,0.592,19.1
Equatorial Guinea,1998,4.9,0.588,19.9
Equatorial Guinea,1999,5,0.586,20.7
Equatorial Guinea,2000,5.2,0.586,21.6
Equatorial Guinea,2001,5.3,0.579,22.5
Equatorial Guinea,2002,5.4,0.577,23.5
Equatorial Guinea,2003,5.6,0.578,24.5
Equatorial Guinea,2004,5.7,0.577,25.6
Equatorial Guinea,2005,5.8,0.58,26.7
Equatorial Guinea,2006,5.9,0.579,28
Equatorial Guinea,2007,6.1,0.577,29.3
Equatorial Guinea,2008,6.2,0.578,30.7
Equatorial Guinea,2009,6.3,0.582,32.1
Eritrea,1990,2.2,0.826,21.8
Eritrea,1991,1.8,0.827,22.4
Eritrea,1992,1.9,0.828,22.4
Eritrea,1993,2,0.828,22.2
Eritrea,1994,2.1,0.827,22
Eritrea,1995,2.2,0.826,21.8
Eritrea,1997,2.5,0.82,21.7
Eritrea,1998,2.6,0.817,21.8
Eritrea,1999,2.7,0.814,22.2
Eritrea,2000,2.8,0.81,22.7
Eritrea,2001,2.9,0.806,23.5
Eritrea,2002,3.1,0.802,24.6
Eritrea,2003,3.2,0.798,25.8
Eritrea,2004,3.3,0.795,26.9
Eritrea,2005,3.4,0.793,28
Eritrea,2006,3.6,0.795,28.9
Eritrea,2007,3.7,0.798,29.7
Eritrea,2008,3.8,0.801,30.3
Eritrea,2009,4,0.803,30.9
Estonia,1990,10.8,0.618,33.8
Estonia,1991,10.4,0.63,36.5
Estonia,1992,10.5,0.627,35.9
Estonia,1993,10.6,0.624,35.1
Estonia,1994,10.7,0.621,34.4
Estonia,1995,10.8,0.618,33.8
Estonia,1997,10.9,0.616,33.3
Estonia,1998,11,0.604,33.2
Estonia,1999,11.1,0.592,33.1
Estonia,2000,11.1,0.59,33
Estonia,2001,11.2,0.581,32.8
Estonia,2002,11.3,0.568,32.6
Estonia,2003,11.3,0.588,32.4
Estonia,2004,11.4,0.589,32.2
Estonia,2005,11.5,0.586,32
Estonia,2006,11.5,0.606,31.8
Estonia,2007,11.6,0.607,31.7
Estonia,2008,11.6,0.613,31.6
Estonia,2009,11.7,0.609,31.5
Eswatini,1990,6.4,0.542,53.9
Eswatini,1991,5.6,0.54,49.1
Eswatini,1992,5.8,0.542,50.4
Eswatini,1993,6,0.543,51.6
Eswatini,1994,6.2,0.543,52.8
Eswatini,1995,6.4,0.542,53.9
Eswatini,1997,6.8,0.538,56
Eswatini,1998,7,0.536,57
Eswatini,1999,7.2,0.533,57.8
Eswatini,2000,7.4,0.53,58.5
Eswatini,2001,7.6,0.529,58.9
Eswatini,2002,7.8,0.527,59.2
Eswatini,2003,8,0.526,59.5
Eswatini,2004,8.2,0.526,59.7
Eswatini,2005,8.3,0.525,59.9
Eswatini,2006,8.5,0.524,60.2
Eswatini,2007,8.7,0.524,60.6
Eswatini,2008,8.9,0.524,61
Eswatini,2009,9.1,0.525,61.5
Ethiopia,1990,1.1,0.787,57
Ethiopia,1991,0.8,0.78,49.6
Ethiopia,1992,0.9,0.78,51.4
Ethiopia,1993,0.9,0.78,53.3
Ethiopia,1994,1,0.78,55.2
Ethiopia,1995,1.1,0.787,57
Ethiopia,1997,1.2,0.798,60.7
Ethiopia,1998,1.3,0.803,62.5
Ethiopia,1999,1.3,0.807,64.3
Ethiopia,2000,1.4,0.814,66.2
Ethiopia,2001,1.5,0.821,68.2
Ethiopia,2002,1.5,0.828,70.1
Ethiopia,2003,1.6,0.834,72.2
Ethiopia,2004,1.7,0.84,74.2
Ethiopia,2005,1.8,0.845,76.3
Ethiopia,2006,1.8,0.844,78.5
Ethiopia,2007,1.9,0.843,80.7
Ethiopia,2008,2,0.841,82.9
Ethiopia,2009,2.1,0.839,85.2
Fiji,1990,9.7,0.596,42.4
Fiji,1991,9.1,0.602,40.3
Fiji,1992,9.2,0.6,40.7
Fiji,1993,9.4,0.599,41.3
Fiji,1994,9.5,0.597,41.9
Fiji,1995,9.7,0.596,42.4
Fiji,1997,9.9,0.589,43.4
Fiji,1998,10.1,0.584,43.8
Fiji,1999,10.2,0.579,44.1
Fiji,2000,10.3,0.574,44.4
Fiji,2001,10.4,0.572,44.5
Fiji,2002,10.6,0.57,44.6
Fiji,2003,10.7,0.567,44.7
Fiji,2004,10.8,0.565,44.8
Fiji,2005,10.9,0.562,45
Fiji,2006,11,0.556,45.3
Fiji,2007,11.1,0.551,45.8
Fiji,2008,11.2,0.557,46.3
Fiji,2009,11.3,0.562,46.7
Finland,1990,11.3,0.598,16.8
Finland,1991,10.8,0.638,16.5
Finland,1992,11,0.623,16.6
Finland,1993,11.1,0.614,16.7
Finland,1994,11.2,0.606,16.8
Finland,1995,11.3,0.598,16.8
Finland,1997,11.5,0.6,17
Finland,1998,11.6,0.601,17
Finland,1999,11.7,0.608,17
Finland,2000,11.8,0.61,17.1
Finland,2001,11.9,0.612,17.1
Finland,2002,12,0.613,17.2
Finland,2003,12.1,0.61,17.2
Finland,2004,12.1,0.606,17.3
Finland,2005,12.2,0.606,17.3
Finland,2006,12.3,0.61,17.4
Finland,2007,12.3,0.613,17.4
Finland,2008,12.4,0.615,17.5
Finland,2009,12.4,0.604,17.6
France,1990,10.2,0.552,106
France,1991,9.7,0.553,104
France,1992,9.8,0.553,104
France,1993,10,0.553,105
France,1994,10.1,0.552,105
France,1995,10.2,0.552,106
France,1997,10.4,0.552,106
France,1998,10.6,0.553,107
France,1999,10.7,0.556,107
France,2000,10.8,0.555,108
France,2001,10.9,0.552,108
France,2002,11,0.555,109
France,2003,11.1,0.561,110
France,2004,11.2,0.561,111
France,2005,11.3,0.562,112
France,2006,11.4,0.56,112
France,2007,11.5,0.561,113
France,2008,11.6,0.562,114
France,2009,11.7,0.564,114
Gabon,1990,6.2,0.47,4.21
Gabon,1991,5.6,0.472,3.79
Gabon,1992,5.7,0.472,3.89
Gabon,1993,5.9,0.471,4
Gabon,1994,6.1,0.47,4.1
Gabon,1995,6.2,0.47,4.21
Gabon,1997,6.5,0.469,4.43
Gabon,1998,6.7,0.469,4.54
Gabon,1999,6.9,0.471,4.65
Gabon,2000,7,0.471,4.77
Gabon,2001,7.2,0.471,4.88
Gabon,2002,7.3,0.472,5
Gabon,2003,7.5,0.473,5.12
Gabon,2004,7.6,0.474,5.25
Gabon,2005,7.7,0.475,5.4
Gabon,2006,7.9,0.478,5.55
Gabon,2007,8,0.48,5.71
Gabon,2008,8.1,0.484,5.89
Gabon,2009,8.2,0.488,6.09
Gambia,1990,2,0.576,112
Gambia,1991,1.7,0.576,98.1
Gambia,1992,1.8,0.577,102
Gambia,1993,1.8,0.576,105
Gambia,1994,1.9,0.576,108
Gambia,1995,2,0.576,112
Gambia,1997,2.2,0.575,119
Gambia,1998,2.3,0.575,122
Gambia,1999,2.3,0.575,126
Gambia,2000,2.4,0.576,130
Gambia,2001,2.5,0.577,134
Gambia,2002,2.6,0.579,139
Gambia,2003,2.7,0.581,143
Gambia,2004,2.8,0.583,148
Gambia,2005,2.9,0.585,153
Gambia,2006,3,0.586,157
Gambia,2007,3.1,0.588,162
Gambia,2008,3.2,0.59,167
Gambia,2009,3.3,0.591,172
Georgia,1990,11.7,0.675,71.6
Georgia,1991,11.4,0.666,77.3
Georgia,1992,11.5,0.67,76.3
Georgia,1993,11.6,0.674,75
Georgia,1994,11.6,0.678,73.4
Georgia,1995,11.7,0.675,71.6
Georgia,1997,11.9,0.662,67.8
Georgia,1998,12,0.66,65.8
Georgia,1999,12.1,0.657,64.1
Georgia,2000,12.1,0.635,62.8
Georgia,2001,12.2,0.658,61.8
Georgia,2002,12.3,0.637,61.3
Georgia,2003,12.3,0.649,61
Georgia,2004,12.4,0.636,60.8
Georgia,2005,12.5,0.634,60.6
Georgia,2006,12.5,0.634,60.3
Georgia,2007,12.6,0.634,60
Georgia,2008,12.6,0.635,59.6
Georgia,2009,12.7,0.637,59.3
Germany,1990,11,0.582,233
Germany,1991,10.6,0.596,228
Germany,1992,10.7,0.59,229
Germany,1993,10.8,0.583,231
Germany,1994,10.9,0.585,232
Germany,1995,11,0.582,233
Germany,1997,11.2,0.582,234
Germany,1998,11.3,0.581,234
Germany,1999,11.4,0.583,234
Germany,2000,11.5,0.581,234
Germany,2001,11.6,0.58,234
Germany,2002,11.7,0.579,234
Germany,2003,11.8,0.579,234
Germany,2004,11.9,0.576,234
Germany,2005,11.9,0.585,234
Germany,2006,12,0.589,234
Germany,2007,12.1,0.592,233
Germany,2008,12.2,0.592,233
Germany,2009,12.2,0.594,232
Ghana,1990,5.4,0.75,74.8
Ghana,1991,4.9,0.755,66.8
Ghana,1992,5,0.754,68.8
Ghana,1993,5.1,0.753,70.8
Ghana,1994,5.3,0.752,72.8
Ghana,1995,5.4,0.75,74.8
Ghana,1997,5.6,0.749,78.7
Ghana,1998,5.7,0.749,80.7
Ghana,1999,5.8,0.748,82.7
Ghana,2000,6,0.747,84.7
Ghana,2001,6.1,0.748,86.8
Ghana,2002,6.2,0.749,89
Ghana,2003,6.3,0.751,91.2
Ghana,2004,6.4,0.752,93.5
Ghana,2005,6.5,0.754,95.9
Ghana,2006,6.6,0.755,98.4
Ghana,2007,6.7,0.757,101
Ghana,2008,6.8,0.758,104
Ghana,2009,6.9,0.76,106
Greece,1990,10.6,0.516,83.4
Greece,1991,10,0.499,80
Greece,1992,10.1,0.506,80.8
Greece,1993,10.3,0.505,81.7
Greece,1994,10.5,0.512,82.6
Greece,1995,10.6,0.516,83.4
Greece,1997,10.9,0.521,84.6
Greece,1998,11,0.53,85.1
Greece,1999,11.2,0.534,85.6
Greece,2000,11.3,0.534,86
Greece,2001,11.4,0.524,86.4
Greece,2002,11.5,0.527,86.8
Greece,2003,11.7,0.53,87
Greece,2004,11.8,0.538,87.2
Greece,2005,11.9,0.536,87.1
Greece,2006,12,0.539,86.8
Greece,2007,12.1,0.538,86.3
Greece,2008,12.2,0.538,85.7
Greece,2009,12.3,0.543,85
Guatemala,1990,3.8,0.621,97.1
Guatemala,1991,3.3,0.622,88.5
Guatemala,1992,3.4,0.621,90.6
Guatemala,1993,3.5,0.621,92.7
Guatemala,1994,3.7,0.621,94.9
Guatemala,1995,3.8,0.621,97.1
Guatemala,1997,4,0.621,102
Guatemala,1998,4.1,0.622,104
Guatemala,1999,4.2,0.623,106
Guatemala,2000,4.3,0.623,109
Guatemala,2001,4.4,0.625,111
Guatemala,2002,4.6,0.626,114
Guatemala,2003,4.7,0.628,117
Guatemala,2004,4.8,0.629,119
Guatemala,2005,4.9,0.649,122
Guatemala,2006,5,0.667,125
Guatemala,2007,5.2,0.657,128
Guatemala,2008,5.3,0.647,131
Guatemala,2009,5.4,0.637,134
Guinea,1990,1.1,0.656,29.6
Guinea,1991,0.9,0.657,26.6
Guinea,1992,1,0.657,27.3
Guinea,1993,1,0.657,28.1
Guinea,1994,1.1,0.657,28.8
Guinea,1995,1.1,0.656,29.6
Guinea,1997,1.2,0.656,31.2
Guinea,1998,1.3,0.655,32
Guinea,1999,1.3,0.654,32.8
Guinea,2000,1.4,0.653,33.5
Guinea,2001,1.4,0.653,34.3
Guinea,2002,1.5,0.652,34.9
Guinea,2003,1.5,0.652,35.6
Guinea,2004,1.6,0.651,36.3
Guinea,2005,1.6,0.651,37.1
Guinea,2006,1.7,0.65,37.9
Guinea,2007,1.7,0.65,38.7
Guinea,2008,1.8,0.649,39.6
Guinea,2009,1.8,0.648,40.6
Guinea-Bissau,1990,1.2,0.73,38.7
Guinea-Bissau,1991,0.9,0.734,35.5
Guinea-Bissau,1992,1,0.734,36.3
Guinea-Bissau,1993,1.1,0.733,37.1
Guinea-Bissau,1994,1.1,0.732,37.9
Guinea-Bissau,1995,1.2,0.73,38.7
Guinea-Bissau,1997,1.3,0.728,40.3
Guinea-Bissau,1998,1.4,0.727,41.1
Guinea-Bissau,1999,1.4,0.725,41.9
Guinea-Bissau,2000,1.5,0.723,42.7
Guinea-Bissau,2001,1.6,0.721,43.6
Guinea-Bissau,2002,1.6,0.72,44.6
Guinea-Bissau,2003,1.7,0.719,45.6
Guinea-Bissau,2004,1.8,0.717,46.7
Guinea-Bissau,2005,1.8,0.715,47.8
Guinea-Bissau,2006,1.9,0.714,49
Guinea-Bissau,2007,2,0.713,50.2
Guinea-Bissau,2008,2.1,0.712,51.5
Guinea-Bissau,2009,2.1,0.712,52.8
Guyana,1990,8.9,0.59,3.87
Guyana,1991,8.1,0.597,3.78
Guyana,1992,8.3,0.599,3.8
Guyana,1993,8.5,0.601,3.83
Guyana,1994,8.7,0.595,3.86
Guyana,1995,8.9,0.59,3.87
Guyana,1997,9.3,0.582,3.85
Guyana,1998,9.5,0.578,3.83
Guyana,1999,9.7,0.575,3.81
Guyana,2000,9.9,0.572,3.79
Guyana,2001,10.1,0.567,3.79
Guyana,2002,10.2,0.562,3.78
Guyana,2003,10.4,0.56,3.79
Guyana,2004,10.5,0.56,3.79
Guyana,2005,10.7,0.558,3.79
Guyana,2006,10.8,0.56,3.79
Guyana,2007,10.9,0.562,3.79
Guyana,2008,11.1,0.563,3.79
Guyana,2009,11.2,0.563,3.8
Haiti,1990,3.5,0.657,281
Haiti,1991,2.9,0.671,260
Haiti,1992,3.1,0.669,266
Haiti,1993,3.2,0.665,271
Haiti,1994,3.3,0.662,276
Haiti,1995,3.5,0.657,281
Haiti,1997,3.8,0.648,291
Haiti,1998,3.9,0.643,297
Haiti,1999,4.1,0.638,302
Haiti,2000,4.2,0.634,307
Haiti,2001,4.4,0.635,312
Haiti,2002,4.5,0.637,318
Haiti,2003,4.7,0.639,323
Haiti,2004,4.9,0.642,328
Haiti,2005,5,0.645,334
Haiti,2006,5.2,0.648,339
Haiti,2007,5.3,0.651,345
Haiti,2008,5.5,0.653,350
Haiti,2009,5.7,0.657,356
Honduras,1990,5.7,0.663,51
Honduras,1991,5.1,0.657,45.6
Honduras,1992,5.3,0.659,46.9
Honduras,1993,5.4,0.661,48.2
Honduras,1994,5.6,0.661,49.6
Honduras,1995,5.7,0.663,51
Honduras,1997,6,0.667,54
Honduras,1998,6.1,0.67,55.6
Honduras,1999,6.3,0.671,57.2
Honduras,2000,6.4,0.657,58.8
Honduras,2001,6.5,0.642,60.3
Honduras,2002,6.7,0.631,61.9
Honduras,2003,6.8,0.619,63.5
Honduras,2004,7,0.607,65.1
Honduras,2005,7.1,0.595,66.7
Honduras,2006,7.2,0.616,68.2
Honduras,2007,7.4,0.624,69.8
Honduras,2008,7.5,0.633,71.3
Honduras,2009,7.6,0.641,72.8
Hungary,1990,11,0.494,114
Hungary,1991,10.6,0.545,114
Hungary,1992,10.7,0.544,114
Hungary,1993,10.8,0.523,114
Hungary,1994,10.9,0.505,114
Hungary,1995,11,0.494,114
Hungary,1997,11.2,0.472,114
Hungary,1998,11.2,0.479,114
Hungary,1999,11.3,0.487,113
Hungary,2000,11.4,0.49,113
Hungary,2001,11.5,0.487,113
Hungary,2002,11.6,0.488,112
Hungary,2003,11.7,0.496,112
Hungary,2004,11.7,0.494,112
Hungary,2005,11.8,0.501,111
Hungary,2006,11.9,0.506,111
Hungary,2007,11.9,0.504,111
Hungary,2008,12,0.5,110
Hungary,2009,12.1,0.5,110
India,1990,3.6,0.605,324
India,1991,3.1,0.606,300
India,1992,3.2,0.606,306
India,1993,3.3,0.607,312
India,1994,3.5,0.608,318
India,1995,3.6,0.605,324
India,1997,3.9,0.599,337
India,1998,4,0.596,343
India,1999,4.2,0.593,349
India,2000,4.3,0.59,355
India,2001,4.4,0.593,362
India,2002,4.6,0.596,368
India,2003,4.7,0.599,374
India,2004,4.9,0.603,380
India,2005,5,0.606,386
India,2006,5.2,0.595,392
India,2007,5.3,0.584,398
India,2008,5.5,0.574,404
India,2009,5.7,0.563,410
Indonesia,1990,6,0.656,109
Indonesia,1991,5.4,0.642,102
Indonesia,1992,5.5,0.651,104
Indonesia,1993,5.7,0.653,105
Indonesia,1994,5.9,0.654,107
Indonesia,1995,6,0.656,109
Indonesia,1997,6.4,0.659,112
Indonesia,1998,6.5,0.668,114
Indonesia,1999,6.7,0.675,115
Indonesia,2000,6.9,0.675,117
Indonesia,2001,7,0.676,118
Indonesia,2002,7.2,0.676,120
Indonesia,2003,7.4,0.676,122
Indonesia,2004,7.5,0.676,123
Indonesia,2005,7.7,0.675,125
Indonesia,2006,7.8,0.675,127
Indonesia,2007,8,0.675,128
Indonesia,2008,8.1,0.675,130
Indonesia,2009,8.3,0.677,132
Iran,1990,5.7,0.436,37.7
Iran,1991,4.9,0.456,35.4
Iran,1992,5.1,0.451,36.1
Iran,1993,5.3,0.446,36.7
Iran,1994,5.5,0.441,37.2
Iran,1995,5.7,0.436,37.7
Iran,1997,6,0.431,38.8
Iran,1998,6.2,0.434,39.3
Iran,1999,6.4,0.437,39.8
Iran,2000,6.6,0.441,40.3
Iran,2001,6.8,0.446,40.8
Iran,2002,7,0.452,41.3
Iran,2003,7.1,0.459,41.8
Iran,2004,7.3,0.466,42.3
Iran,2005,7.5,0.474,42.8
Iran,2006,7.7,0.464,43.3
Iran,2007,7.9,0.454,43.8
Iran,2008,8,0.433,44.3
Iran,2009,8.2,0.438,44.8
Iraq,1990,4,0.424,46.4
Iraq,1991,3.7,0.423,41.2
Iraq,1992,3.8,0.421,42.4
Iraq,1993,3.9,0.423,43.6
Iraq,1994,3.9,0.424,45
Iraq,1995,4,0.424,46.4
Iraq,1997,4.2,0.424,49.4
Iraq,1998,4.2,0.422,50.9
Iraq,1999,4.3,0.42,52.5
Iraq,2000,4.4,0.418,54.1
Iraq,2001,4.5,0.416,55.7
Iraq,2002,4.6,0.414,57.4
Iraq,2003,4.7,0.412,59
Iraq,2004,4.8,0.41,60.6
Iraq,2005,4.9,0.426,62
Iraq,2006,5,0.441,63.2
Iraq,2007,5.1,0.456,64.3
Iraq,2008,5.2,0.469,65.4
Iraq,2009,5.3,0.47,66.7
Ireland,1990,11.5,0.538,52.1
Ireland,1991,11,0.533,51.1
Ireland,1992,11.1,0.523,51.2
Ireland,1993,11.2,0.529,51.5
Ireland,1994,11.3,0.536,51.8
Ireland,1995,11.5,0.538,52.1
Ireland,1997,11.7,0.553,53
Ireland,1998,11.8,0.57,53.5
Ireland,1999,11.9,0.585,54.2
Ireland,2000,12,0.594,54.9
Ireland,2001,12.1,0.595,55.8
Ireland,2002,12.2,0.599,56.7
Ireland,2003,12.2,0.602,57.8
Ireland,2004,12.3,0.607,58.9
Ireland,2005,12.4,0.625,60.1
Ireland,2006,12.5,0.633,61.4
Ireland,2007,12.6,0.639,62.8
Ireland,2008,12.6,0.635,64.1
Ireland,2009,12.7,0.622,65.2
Israel,1990,12,0.618,244
Israel,1991,11.6,0.592,212
Israel,1992,11.7,0.596,220
Israel,1993,11.8,0.609,228
Israel,1994,11.9,0.616,236
Israel,1995,12,0.618,244
Israel,1997,12.2,0.607,257
Israel,1998,12.3,0.604,263
Israel,1999,12.4,0.607,269
Israel,2000,12.5,0.612,275
Israel,2001,12.6,0.612,280
Israel,2002,12.7,0.605,285
Israel,2003,12.7,0.608,290
Israel,2004,12.8,0.613,296
Israel,2005,12.9,0.617,302
Israel,2006,13,0.621,309
Israel,2007,13.1,0.627,316
Israel,2008,13.1,0.628,324
Israel,2009,13.2,0.627,332
Italy,1990,10.6,0.473,194
Italy,1991,10.2,0.506,194
Italy,1992,10.3,0.488,194
Italy,1993,10.4,0.483,194
Italy,1994,10.5,0.477,195
Italy,1995,10.6,0.473,194
Italy,1997,10.9,0.474,193
Italy,1998,11,0.476,193
